Station,Date(NZST),Amount(mm),SofG,Deficit(mm),Runoff(mm),Period(Hrs),Freq
1962,1981 04 22 09 00,3.3,-,35.7,0.0,24,D
1962,1981 04 23 09 00,0.1,-,37.9,0.0,24,D
1962,1981 04 24 09 00,0.0,-,40.2,0.0,24,D
1962,1981 04 25 09 00,0.6,-,41.9,0.0,24,D
1962,1981 04 26 09 00,0.0,-,44.2,0.0,24,D
1962,1981 04 27 09 00,0.6,-,46.0,0.0,24,D
1962,1981 04 28 09 00,0.6,-,47.7,0.0,24,D
1962,1981 04 29 09 00,0.3,-,49.7,0.0,24,D
1962,1981 04 30 09 00,0.2,-,51.8,0.0,24,D
1962,1981 05 01 09 00,1.2,-,52.9,0.0,24,D
1962,1981 05 02 09 00,0.0,-,54.2,0.0,24,D
1962,1981 05 03 09 00,0.0,-,55.4,0.0,24,D
1962,1981 05 04 09 00,0.0,-,56.6,0.0,24,D
1962,1981 05 05 09 00,0.0,-,57.8,0.0,24,D
1962,1981 05 06 09 00,0.0,-,59.0,0.0,24,D
1962,1981 05 07 09 00,0.0,-,60.2,0.0,24,D
1962,1981 05 08 09 00,13.0,-,48.4,0.0,24,D
1962,1981 05 09 09 00,10.4,-,39.2,0.0,24,D
1962,1981 05 10 09 00,0.0,-,40.4,0.0,24,D
1962,1981 05 11 09 00,0.0,-,41.6,0.0,24,D
1962,1981 05 12 09 00,0.2,-,42.7,0.0,24,D
1962,1981 05 13 09 00,1.8,-,42.1,0.0,24,D
1962,1981 05 14 09 00,8.4,-,34.9,0.0,24,D
1962,1981 05 15 09 00,4.3,-,31.8,0.0,24,D
1962,1981 05 16 09 00,2.9,-,30.1,0.0,24,D
1962,1981 05 17 09 00,0.0,-,31.3,0.0,24,D
1962,1981 05 18 09 00,0.0,-,32.5,0.0,24,D
1962,1981 05 19 09 00,5.0,-,28.7,0.0,24,D
1962,1981 05 20 09 00,10.6,-,19.3,0.0,24,D
1962,1981 05 21 09 00,3.9,-,16.6,0.0,24,D
1962,1981 05 22 09 00,0.8,-,17.0,0.0,24,D
1962,1981 05 23 09 00,0.0,-,18.3,0.0,24,D
1962,1981 05 24 09 00,0.0,-,19.5,0.0,24,D
1962,1981 05 25 09 00,0.0,-,20.7,0.0,24,D
1962,1981 05 26 09 00,0.0,-,21.9,0.0,24,D
1962,1981 05 27 09 00,0.0,-,23.1,0.0,24,D
1962,1981 05 28 09 00,0.0,-,24.3,0.0,24,D
1962,1981 05 29 09 00,0.0,-,25.5,0.0,24,D
1962,1981 05 30 09 00,0.0,-,26.7,0.0,24,D
1962,1981 05 31 09 00,0.0,-,27.9,0.0,24,D
1962,1981 06 01 09 00,0.1,-,29.0,0.0,24,D
1962,1981 06 02 09 00,8.3,-,21.5,0.0,24,D
1962,1981 06 03 09 00,2.3,-,20.0,0.0,24,D
1962,1981 06 04 09 00,7.0,-,13.7,0.0,24,D
1962,1981 06 05 09 00,9.8,-,4.7,0.0,24,D
1962,1981 06 06 09 00,1.8,-,3.7,0.0,24,D
1962,1981 06 07 09 00,9.4,-,0.0,5.0,24,D
1962,1981 06 08 09 00,6.3,-,0.0,5.5,24,D
1962,1981 06 09 09 00,6.5,-,0.0,5.7,24,D
1962,1981 06 10 09 00,2.9,-,0.0,2.1,24,D
1962,1981 06 11 09 00,0.0,-,0.8,0.0,24,D
1962,1981 06 12 09 00,0.0,-,1.5,0.0,24,D
1962,1981 06 13 09 00,16.7,-,0.0,14.4,24,D
1962,1981 06 14 09 00,0.7,-,0.1,0.0,24,D
1962,1981 06 15 09 00,2.0,-,0.0,1.2,24,D
1962,1981 06 16 09 00,2.1,-,0.0,1.3,24,D
1962,1981 06 17 09 00,19.7,-,0.0,18.9,24,D
1962,1981 06 18 09 00,2.6,-,0.0,1.8,24,D
1962,1981 06 19 09 00,2.0,-,0.0,1.2,24,D
1962,1981 06 20 09 00,4.2,-,0.0,3.4,24,D
1962,1981 06 21 09 00,0.3,-,0.5,0.0,24,D
1962,1981 06 22 09 00,0.0,-,1.2,0.0,24,D
1962,1981 06 23 09 00,0.0,-,2.0,0.0,24,D
1962,1981 06 24 09 00,0.0,-,2.8,0.0,24,D
1962,1981 06 25 09 00,0.0,-,3.5,0.0,24,D
1962,1981 06 26 09 00,0.0,-,4.3,0.0,24,D
1962,1981 06 27 09 00,13.1,-,0.0,8.0,24,D
1962,1981 06 28 09 00,7.0,-,0.0,6.2,24,D
1962,1981 06 29 09 00,13.6,-,0.0,12.8,24,D
1962,1981 06 30 09 00,2.4,-,0.0,1.6,24,D
1962,1981 07 01 09 00,7.1,-,0.0,6.3,24,D
1962,1981 07 02 09 00,0.0,-,1.0,0.0,24,D
1962,1981 07 03 09 00,13.7,-,0.0,11.6,24,D
1962,1981 07 04 09 00,7.0,-,0.0,6.0,24,D
1962,1981 07 05 09 00,0.4,-,0.6,0.0,24,D
1962,1981 07 06 09 00,11.4,-,0.0,9.7,24,D
1962,1981 07 07 09 00,4.4,-,0.0,3.4,24,D
1962,1981 07 08 09 00,5.5,-,0.0,4.5,24,D
1962,1981 07 09 09 00,7.1,-,0.0,6.1,24,D
1962,1981 07 10 09 00,4.3,-,0.0,3.3,24,D
1962,1981 07 11 09 00,0.0,-,1.0,0.0,24,D
1962,1981 07 12 09 00,0.0,-,2.1,0.0,24,D
1962,1981 07 13 09 00,0.0,-,3.1,0.0,24,D
1962,1981 07 14 09 00,0.0,-,4.2,0.0,24,D
1962,1981 07 15 09 00,0.0,-,5.2,0.0,24,D
1962,1981 07 16 09 00,0.0,-,6.3,0.0,24,D
1962,1981 07 17 09 00,1.0,-,6.3,0.0,24,D
1962,1981 07 18 09 00,0.0,-,7.3,0.0,24,D
1962,1981 07 19 09 00,6.8,-,1.6,0.0,24,D
1962,1981 07 20 09 00,0.0,-,2.6,0.0,24,D
1962,1981 07 21 09 00,0.0,-,3.7,0.0,24,D
1962,1981 07 22 09 00,0.0,-,4.7,0.0,24,D
1962,1981 07 23 09 00,0.0,-,5.7,0.0,24,D
1962,1981 07 24 09 00,0.2,-,6.6,0.0,24,D
1962,1981 07 25 09 00,0.0,-,7.6,0.0,24,D
1962,1981 07 26 09 00,8.8,-,0.0,0.1,24,D
1962,1981 07 27 09 00,0.0,-,1.0,0.0,24,D
1962,1981 07 28 09 00,9.4,-,0.0,7.3,24,D
1962,1981 07 29 09 00,1.5,-,0.0,0.5,24,D
1962,1981 07 30 09 00,4.0,-,0.0,3.0,24,D
1962,1981 07 31 09 00,9.1,-,0.0,8.1,24,D
1962,1981 08 01 09 00,10.6,-,0.0,9.6,24,D
1962,1981 08 02 09 00,8.1,-,0.0,6.5,24,D
1962,1981 08 03 09 00,2.1,-,0.0,0.5,24,D
1962,1981 08 04 09 00,5.7,-,0.0,4.1,24,D
1962,1981 08 05 09 00,0.0,-,1.6,0.0,24,D
1962,1981 08 06 09 00,0.0,-,3.1,0.0,24,D
1962,1981 08 07 09 00,1.0,-,3.7,0.0,24,D
1962,1981 08 08 09 00,23.0,-,0.0,17.8,24,D
1962,1981 08 09 09 00,4.2,-,0.0,2.6,24,D
1962,1981 08 10 09 00,1.3,-,0.3,0.0,24,D
1962,1981 08 11 09 00,5.9,-,0.0,4.1,24,D
1962,1981 08 12 09 00,4.2,-,0.0,2.6,24,D
1962,1981 08 13 09 00,0.0,-,1.6,0.0,24,D
1962,1981 08 14 09 00,0.6,-,2.5,0.0,24,D
1962,1981 08 15 09 00,3.8,-,0.3,0.0,24,D
1962,1981 08 16 09 00,0.0,-,1.8,0.0,24,D
1962,1981 08 17 09 00,0.5,-,2.9,0.0,24,D
1962,1981 08 18 09 00,0.0,-,4.4,0.0,24,D
1962,1981 08 19 09 00,0.3,-,5.7,0.0,24,D
1962,1981 08 20 09 00,5.1,-,2.2,0.0,24,D
1962,1981 08 21 09 00,2.4,-,1.3,0.0,24,D
1962,1981 08 22 09 00,0.2,-,2.7,0.0,24,D
1962,1981 08 23 09 00,11.7,-,0.0,7.5,24,D
1962,1981 08 24 09 00,9.8,-,0.0,8.2,24,D
1962,1981 08 25 09 00,3.3,-,0.0,1.7,24,D
1962,1981 08 26 09 00,2.1,-,0.0,0.5,24,D
1962,1981 08 27 09 00,0.3,-,1.3,0.0,24,D
1962,1981 08 28 09 00,0.4,-,2.4,0.0,24,D
1962,1981 08 29 09 00,0.0,-,4.0,0.0,24,D
1962,1981 08 30 09 00,0.0,-,5.5,0.0,24,D
1962,1981 08 31 09 00,0.0,-,7.1,0.0,24,D
1962,1981 09 01 09 00,8.9,-,0.0,0.3,24,D
1962,1981 09 02 09 00,6.5,-,0.0,4.0,24,D
1962,1981 09 03 09 00,11.1,-,0.0,8.6,24,D
1962,1981 09 04 09 00,2.5,-,0.0,0.0,24,D
1962,1981 09 05 09 00,0.0,-,2.5,0.0,24,D
1962,1981 09 06 09 00,5.3,-,0.0,0.4,24,D
1962,1981 09 07 09 00,2.5,-,0.0,0.0,24,D
1962,1981 09 08 09 00,1.0,-,1.5,0.0,24,D
1962,1981 09 09 09 00,0.1,-,3.8,0.0,24,D
1962,1981 09 10 09 00,2.9,-,3.4,0.0,24,D
1962,1981 09 11 09 00,3.7,-,2.2,0.0,24,D
1962,1981 09 12 09 00,0.2,-,4.4,0.0,24,D
1962,1981 09 13 09 00,0.1,-,6.8,0.0,24,D
1962,1981 09 14 09 00,6.3,-,3.0,0.0,24,D
1962,1981 09 15 09 00,11.5,-,0.0,6.1,24,D
1962,1981 09 16 09 00,0.2,-,2.3,0.0,24,D
1962,1981 09 17 09 00,0.1,-,4.6,0.0,24,D
1962,1981 09 18 09 00,0.0,-,7.1,0.0,24,D
1962,1981 09 19 09 00,0.0,-,9.6,0.0,24,D
1962,1981 09 20 09 00,0.0,-,12.0,0.0,24,D
1962,1981 09 21 09 00,1.8,-,12.7,0.0,24,D
1962,1981 09 22 09 00,0.3,-,14.9,0.0,24,D
1962,1981 09 23 09 00,0.9,-,16.4,0.0,24,D
1962,1981 09 24 09 00,0.1,-,18.8,0.0,24,D
1962,1981 09 25 09 00,16.8,-,4.5,0.0,24,D
1962,1981 09 26 09 00,0.1,-,6.8,0.0,24,D
1962,1981 09 27 09 00,7.6,-,1.7,0.0,24,D
1962,1981 09 28 09 00,4.6,-,0.0,0.4,24,D
1962,1981 09 29 09 00,13.2,-,0.0,10.7,24,D
1962,1981 09 30 09 00,0.0,-,2.5,0.0,24,D
1962,1981 10 01 09 00,0.0,-,4.9,0.0,24,D
1962,1981 10 02 09 00,0.0,-,8.2,0.0,24,D
1962,1981 10 03 09 00,0.0,-,11.5,0.0,24,D
1962,1981 10 04 09 00,0.0,-,14.9,0.0,24,D
1962,1981 10 05 09 00,0.0,-,18.2,0.0,24,D
1962,1981 10 06 09 00,6.9,-,14.6,0.0,24,D
1962,1981 10 07 09 00,1.4,-,16.5,0.0,24,D
1962,1981 10 08 09 00,0.0,-,19.8,0.0,24,D
1962,1981 10 09 09 00,0.0,-,23.1,0.0,24,D
1962,1981 10 10 09 00,0.0,-,26.4,0.0,24,D
1962,1981 10 11 09 00,0.0,-,29.7,0.0,24,D
1962,1981 10 12 09 00,0.0,-,33.0,0.0,24,D
1962,1981 10 13 09 00,0.0,-,36.3,0.0,24,D
1962,1981 10 14 09 00,0.0,-,39.6,0.0,24,D
1962,1981 10 15 09 00,0.0,-,42.9,0.0,24,D
1962,1981 10 16 09 00,0.0,-,46.2,0.0,24,D
1962,1981 10 17 09 00,2.0,-,47.5,0.0,24,D
1962,1981 10 18 09 00,13.4,-,37.4,0.0,24,D
1962,1981 10 19 09 00,0.3,-,40.4,0.0,24,D
1962,1981 10 20 09 00,0.0,-,43.8,0.0,24,D
1962,1981 10 21 09 00,0.0,-,47.1,0.0,24,D
1962,1981 10 22 09 00,0.0,-,50.4,0.0,24,D
1962,1981 10 23 09 00,0.0,-,53.7,0.0,24,D
1962,1981 10 24 09 00,10.8,-,46.2,0.0,24,D
1962,1981 10 25 08 00,13.3,-,36.2,0.0,24,D
1962,1981 10 26 08 00,0.0,-,39.5,0.0,24,D
1962,1981 10 27 08 00,0.0,-,42.8,0.0,24,D
1962,1981 10 28 08 00,0.0,-,46.1,0.0,24,D
1962,1981 10 29 08 00,0.0,-,49.4,0.0,24,D
1962,1981 10 30 08 00,0.0,-,52.7,0.0,24,D
1962,1981 10 31 08 00,0.0,-,56.0,0.0,24,D
1962,1981 11 01 08 00,3.0,-,56.3,0.0,24,D
1962,1981 11 02 08 00,0.7,-,59.5,0.0,24,D
1962,1981 11 03 08 00,1.2,-,62.2,0.0,24,D
1962,1981 11 04 08 00,0.3,-,65.7,0.0,24,D
1962,1981 11 05 08 00,0.0,-,69.6,0.0,24,D
1962,1981 11 06 08 00,0.0,-,73.5,0.0,24,D
1962,1981 11 07 08 00,0.2,-,77.1,0.0,24,D
1962,1981 11 08 08 00,27.8,-,53.1,0.0,24,D
1962,1981 11 09 08 00,0.0,-,57.0,0.0,24,D
1962,1981 11 10 08 00,0.2,-,60.6,0.0,24,D
1962,1981 11 11 08 00,12.9,-,51.6,0.0,24,D
1962,1981 11 12 08 00,0.0,-,55.5,0.0,24,D
1962,1981 11 13 08 00,4.7,-,54.6,0.0,24,D
1962,1981 11 14 08 00,0.0,-,58.5,0.0,24,D
1962,1981 11 15 08 00,2.3,-,60.1,0.0,24,D
1962,1981 11 16 08 00,17.3,-,46.6,0.0,24,D
1962,1981 11 17 08 00,0.1,-,50.4,0.0,24,D
1962,1981 11 18 08 00,1.7,-,52.6,0.0,24,D
1962,1981 11 19 08 00,0.0,-,56.4,0.0,24,D
1962,1981 11 20 08 00,0.0,-,60.3,0.0,24,D
1962,1981 11 21 08 00,0.0,-,64.2,0.0,24,D
1962,1981 11 22 08 00,0.9,-,67.1,0.0,24,D
1962,1981 11 23 08 00,3.3,-,67.7,0.0,24,D
1962,1981 11 24 08 00,0.0,-,71.6,0.0,24,D
1962,1981 11 25 08 00,0.0,-,75.4,0.0,24,D
1962,1981 11 26 08 00,0.0,-,79.3,0.0,24,D
1962,1981 11 27 08 00,0.0,-,82.9,0.0,24,D
1962,1981 11 28 08 00,0.0,-,86.4,0.0,24,D
1962,1981 11 29 08 00,6.0,-,83.7,0.0,24,D
1962,1981 11 30 08 00,5.8,-,81.3,0.0,24,D
1962,1981 12 01 08 00,0.1,-,84.7,0.0,24,D
1962,1981 12 02 08 00,4.4,-,84.4,0.0,24,D
1962,1981 12 03 08 00,0.0,-,88.5,0.0,24,D
1962,1981 12 04 08 00,0.0,-,92.4,0.0,24,D
1962,1981 12 05 08 00,0.0,-,96.0,0.0,24,D
1962,1981 12 06 08 00,6.5,-,92.9,0.0,24,D
1962,1981 12 07 08 00,0.0,-,96.5,0.0,24,D
1962,1981 12 08 08 00,3.8,-,96.1,0.0,24,D
1962,1981 12 09 08 00,8.6,-,90.9,0.0,24,D
1962,1981 12 10 08 00,1.6,-,93.0,0.0,24,D
1962,1981 12 11 08 00,6.2,-,90.4,0.0,24,D
1962,1981 12 12 08 00,0.0,-,94.1,0.0,24,D
1962,1981 12 13 08 00,0.0,-,97.6,0.0,24,D
1962,1981 12 14 08 00,0.0,-,100.9,0.0,24,D
1962,1981 12 15 08 00,0.0,-,104.0,0.0,24,D
1962,1981 12 16 08 00,0.0,-,106.9,0.0,24,D
1962,1981 12 17 08 00,0.0,-,109.6,0.0,24,D
1962,1981 12 18 08 00,0.8,-,111.3,0.0,24,D
1962,1981 12 19 08 00,0.6,-,113.2,0.0,24,D
1962,1981 12 20 08 00,0.0,-,115.5,0.0,24,D
1962,1981 12 21 08 00,0.0,-,117.6,0.0,24,D
1962,1981 12 22 08 00,0.0,-,119.7,0.0,24,D
1962,1981 12 23 08 00,0.0,-,121.6,0.0,24,D
1962,1981 12 24 08 00,14.1,-,109.3,0.0,24,D
1962,1981 12 25 08 00,0.1,-,111.7,0.0,24,D
1962,1981 12 26 08 00,0.0,-,114.1,0.0,24,D
1962,1981 12 27 08 00,0.0,-,116.4,0.0,24,D
1962,1981 12 28 08 00,0.0,-,118.5,0.0,24,D
1962,1981 12 29 08 00,0.0,-,120.5,0.0,24,D
1962,1981 12 30 08 00,0.9,-,121.4,0.0,24,D
1962,1981 12 31 08 00,0.0,-,123.2,0.0,24,D
1962,1982 01 01 08 00,8.1,-,116.8,0.0,24,D
1962,1982 01 02 08 00,0.0,-,119.4,0.0,24,D
1962,1982 01 03 08 00,0.0,-,121.8,0.0,24,D
1962,1982 01 04 08 00,4.1,-,119.9,0.0,24,D
1962,1982 01 05 08 00,0.3,-,122.0,0.0,24,D
1962,1982 01 06 08 00,4.0,-,120.1,0.0,24,D
1962,1982 01 07 08 00,8.9,-,113.6,0.0,24,D
1962,1982 01 08 08 00,2.5,-,113.9,0.0,24,D
1962,1982 01 09 08 00,0.0,-,116.8,0.0,24,D
1962,1982 01 10 08 00,0.0,-,119.4,0.0,24,D
1962,1982 01 11 08 00,0.0,-,121.7,0.0,24,D
1962,1982 01 12 08 00,0.0,-,124.0,0.0,24,D
1962,1982 01 13 08 00,0.0,-,126.0,0.0,24,D
1962,1982 01 14 08 00,0.0,-,127.9,0.0,24,D
1962,1982 01 15 08 00,0.3,-,129.3,0.0,24,D
1962,1982 01 16 08 00,0.0,-,130.9,0.0,24,D
1962,1982 01 17 08 00,0.0,-,132.4,0.0,24,D
1962,1982 01 18 08 00,0.0,-,133.8,0.0,24,D
1962,1982 01 19 08 00,0.7,-,134.4,0.0,24,D
1962,1982 01 20 08 00,0.0,-,135.6,0.0,24,D
1962,1982 01 21 08 00,0.0,-,136.7,0.0,24,D
1962,1982 01 22 08 00,0.0,-,137.7,0.0,24,D
1962,1982 01 23 08 00,0.2,-,138.5,0.0,24,D
1962,1982 01 24 08 00,6.7,-,132.7,0.0,24,D
1962,1982 01 25 08 00,0.5,-,133.6,0.0,24,D
1962,1982 01 26 08 00,0.0,-,134.8,0.0,24,D
1962,1982 01 27 08 00,0.0,-,136.0,0.0,24,D
1962,1982 01 28 08 00,0.3,-,136.8,0.0,24,D
1962,1982 01 29 08 00,0.0,-,137.8,0.0,24,D
1962,1982 01 30 08 00,0.0,-,138.8,0.0,24,D
1962,1982 01 31 08 00,0.0,-,139.7,0.0,24,D
1962,1982 02 01 08 00,0.0,-,140.5,0.0,24,D
1962,1982 02 02 08 00,0.0,-,141.1,0.0,24,D
1962,1982 02 03 08 00,0.0,-,141.7,0.0,24,D
1962,1982 02 04 08 00,0.0,-,142.2,0.0,24,D
1962,1982 02 05 08 00,0.0,-,142.7,0.0,24,D
1962,1982 02 06 08 00,0.6,-,142.6,0.0,24,D
1962,1982 02 07 08 00,0.0,-,143.0,0.0,24,D
1962,1982 02 08 08 00,0.0,-,143.5,0.0,24,D
1962,1982 02 09 08 00,0.0,-,143.9,0.0,24,D
1962,1982 02 10 08 00,0.0,-,144.3,0.0,24,D
1962,1982 02 11 08 00,0.2,-,144.5,0.0,24,D
1962,1982 02 12 08 00,1.0,-,143.8,0.0,24,D
1962,1982 02 13 08 00,0.2,-,144.0,0.0,24,D
1962,1982 02 14 08 00,0.0,-,144.4,0.0,24,D
1962,1982 02 15 08 00,0.0,-,144.7,0.0,24,D
1962,1982 02 16 08 00,0.0,-,145.1,0.0,24,D
1962,1982 02 17 08 00,0.0,-,145.4,0.0,24,D
1962,1982 02 18 08 00,0.0,-,145.7,0.0,24,D
1962,1982 02 19 08 00,0.0,-,146.0,0.0,24,D
1962,1982 02 20 08 00,20.6,-,125.6,0.0,24,D
1962,1982 02 21 08 00,3.4,-,123.8,0.0,24,D
1962,1982 02 22 08 00,0.0,-,125.5,0.0,24,D
1962,1982 02 23 08 00,30.8,-,96.2,0.0,24,D
1962,1982 02 24 08 00,3.6,-,96.1,0.0,24,D
1962,1982 02 25 08 00,8.6,-,90.9,0.0,24,D
1962,1982 02 26 08 00,0.0,-,94.7,0.0,24,D
1962,1982 02 27 08 00,0.0,-,98.2,0.0,24,D
1962,1982 02 28 08 00,0.0,-,101.5,0.0,24,D
1962,1982 03 01 08 00,0.4,-,104.2,0.0,24,D
1962,1982 03 02 08 00,5.1,-,101.1,0.0,24,D
1962,1982 03 03 08 00,5.6,-,97.6,0.0,24,D
1962,1982 03 04 08 00,5.7,-,94.2,0.0,24,D
1962,1982 03 05 08 00,0.0,-,96.7,0.0,24,D
1962,1982 03 06 08 00,0.0,-,99.0,0.0,24,D
1962,1982 03 07 09 00,0.0,-,101.2,0.0,24,D
1962,1982 03 08 09 00,0.0,-,103.3,0.0,24,D
1962,1982 03 09 09 00,0.0,-,105.4,0.0,24,D
1962,1982 03 10 09 00,0.2,-,107.1,0.0,24,D
1962,1982 03 11 09 00,0.0,-,109.0,0.0,24,D
1962,1982 03 12 09 00,0.0,-,110.7,0.0,24,D
1962,1982 03 13 09 00,0.0,-,112.5,0.0,24,D
1962,1982 03 14 09 00,0.1,-,114.0,0.0,24,D
1962,1982 03 15 09 00,0.0,-,115.6,0.0,24,D
1962,1982 03 16 09 00,0.0,-,117.1,0.0,24,D
1962,1982 03 17 09 00,0.0,-,118.5,0.0,24,D
1962,1982 03 18 09 00,0.0,-,119.9,0.0,24,D
1962,1982 03 19 09 00,0.0,-,121.2,0.0,24,D
1962,1982 03 20 09 00,0.0,-,122.4,0.0,24,D
1962,1982 03 21 09 00,0.0,-,123.6,0.0,24,D
1962,1982 03 22 09 00,0.0,-,124.8,0.0,24,D
1962,1982 03 23 09 00,10.6,-,115.3,0.0,24,D
1962,1982 03 24 09 00,5.5,-,111.3,0.0,24,D
1962,1982 03 25 09 00,5.0,-,108.0,0.0,24,D
1962,1982 03 26 09 00,0.0,-,109.8,0.0,24,D
1962,1982 03 27 09 00,0.0,-,111.6,0.0,24,D
1962,1982 03 28 09 00,0.0,-,113.2,0.0,24,D
1962,1982 03 29 09 00,0.0,-,114.8,0.0,24,D
1962,1982 03 30 09 00,0.0,-,116.4,0.0,24,D
1962,1982 03 31 09 00,0.0,-,117.8,0.0,24,D
1962,1982 04 01 09 00,32.5,-,86.7,0.0,24,D
1962,1982 04 02 09 00,1.3,-,87.1,0.0,24,D
1962,1982 04 03 09 00,0.1,-,88.7,0.0,24,D
1962,1982 04 04 09 00,0.0,-,90.4,0.0,24,D
1962,1982 04 05 09 00,11.1,-,80.9,0.0,24,D
1962,1982 04 06 09 00,0.0,-,82.8,0.0,24,D
1962,1982 04 07 09 00,0.5,-,84.1,0.0,24,D
1962,1982 04 08 09 00,0.0,-,85.8,0.0,24,D
1962,1982 04 09 09 00,23.1,-,64.5,0.0,24,D
1962,1982 04 10 09 00,41.1,-,25.4,0.0,24,D
1962,1982 04 11 09 00,0.0,-,27.4,0.0,24,D
1962,1982 04 12 09 00,0.0,-,29.4,0.0,24,D
1962,1982 04 13 09 00,0.9,-,30.6,0.0,24,D
1962,1982 04 14 09 00,0.0,-,32.6,0.0,24,D
1962,1982 04 15 09 00,8.0,-,26.6,0.0,24,D
1962,1982 04 16 09 00,0.0,-,28.6,0.0,24,D
1962,1982 04 17 09 00,0.0,-,30.7,0.0,24,D
1962,1982 04 18 09 00,0.0,-,32.7,0.0,24,D
1962,1982 04 19 09 00,0.0,-,34.7,0.0,24,D
1962,1982 04 20 09 00,0.1,-,36.6,0.0,24,D
1962,1982 04 21 09 00,0.0,-,38.7,0.0,24,D
1962,1982 04 22 09 00,0.0,-,40.7,0.0,24,D
1962,1982 04 23 09 00,0.0,-,42.7,0.0,24,D
1962,1982 04 24 09 00,0.0,-,44.7,0.0,24,D
1962,1982 04 25 09 00,0.0,-,46.7,0.0,24,D
1962,1982 04 26 09 00,0.0,-,48.8,0.0,24,D
1962,1982 04 27 09 00,0.0,-,50.8,0.0,24,D
1962,1982 04 28 09 00,0.5,-,52.3,0.0,24,D
1962,1982 04 29 09 00,0.0,-,54.3,0.0,24,D
1962,1982 04 30 09 00,34.5,-,21.9,0.0,24,D
1962,1982 05 01 09 00,24.1,-,0.0,0.2,24,D
1962,1982 05 02 09 00,31.6,-,0.0,30.2,24,D
1962,1982 05 03 09 00,0.0,-,1.4,0.0,24,D
1962,1982 05 04 09 00,0.0,-,2.7,0.0,24,D
1962,1982 05 05 09 00,0.0,-,4.1,0.0,24,D
1962,1982 05 06 09 00,0.0,-,5.4,0.0,24,D
1962,1982 05 07 09 00,0.0,-,6.8,0.0,24,D
1962,1982 05 08 09 00,0.1,-,8.0,0.0,24,D
1962,1982 05 09 09 00,1.0,-,8.4,0.0,24,D
1962,1982 05 10 09 00,0.0,-,9.8,0.0,24,D
1962,1982 05 11 09 00,0.2,-,10.9,0.0,24,D
1962,1982 05 12 09 00,0.0,-,12.3,0.0,24,D
1962,1982 05 13 09 00,3.9,-,9.7,0.0,24,D
1962,1982 05 14 09 00,0.6,-,10.5,0.0,24,D
1962,1982 05 15 09 00,13.1,-,0.0,1.2,24,D
1962,1982 05 16 09 00,1.9,-,0.0,0.5,24,D
1962,1982 05 17 09 00,0.8,-,0.6,0.0,24,D
1962,1982 05 18 09 00,2.0,-,0.0,0.1,24,D
1962,1982 05 19 09 00,0.0,-,1.4,0.0,24,D
1962,1982 05 20 09 00,0.3,-,2.4,0.0,24,D
1962,1982 05 21 09 00,3.8,-,0.0,0.0,24,D
1962,1982 05 22 09 00,0.1,-,1.3,0.0,24,D
1962,1982 05 23 09 00,7.2,-,0.0,4.6,24,D
1962,1982 05 24 09 00,4.9,-,0.0,3.5,24,D
1962,1982 05 25 09 00,4.0,-,0.0,2.6,24,D
1962,1982 05 26 09 00,6.1,-,0.0,4.7,24,D
1962,1982 05 27 09 00,0.1,-,1.3,0.0,24,D
1962,1982 05 28 09 00,1.0,-,1.6,0.0,24,D
1962,1982 05 29 09 00,0.0,-,3.0,0.0,24,D
1962,1982 05 30 09 00,0.0,-,4.3,0.0,24,D
1962,1982 05 31 09 00,0.0,-,5.7,0.0,24,D
1962,1982 06 01 09 00,0.0,-,7.0,0.0,24,D
1962,1982 06 02 09 00,0.0,-,7.9,0.0,24,D
1962,1982 06 03 09 00,0.8,-,7.9,0.0,24,D
1962,1982 06 04 09 00,3.4,-,5.3,0.0,24,D
1962,1982 06 05 09 00,16.1,-,0.0,10.0,24,D
1962,1982 06 06 09 00,2.8,-,0.0,2.0,24,D
1962,1982 06 07 09 00,0.0,-,0.8,0.0,24,D
1962,1982 06 08 09 00,0.4,-,1.2,0.0,24,D
1962,1982 06 09 09 00,1.7,-,0.4,0.0,24,D
1962,1982 06 10 09 00,0.0,-,1.2,0.0,24,D
1962,1982 06 11 09 00,0.0,-,2.0,0.0,24,D
1962,1982 06 12 09 00,0.0,-,2.8,0.0,24,D
1962,1982 06 13 09 00,0.0,-,3.6,0.0,24,D
1962,1982 06 14 09 00,0.0,-,4.4,0.0,24,D
1962,1982 06 15 09 00,0.0,-,5.3,0.0,24,D
1962,1982 06 16 09 00,0.0,-,6.1,0.0,24,D
1962,1982 06 17 09 00,0.0,-,6.9,0.0,24,D
1962,1982 06 18 09 00,0.0,-,7.7,0.0,24,D
1962,1982 06 19 09 00,0.0,-,8.5,0.0,24,D
1962,1982 06 20 09 00,0.0,-,9.3,0.0,24,D
1962,1982 06 21 09 00,0.8,-,9.4,0.0,24,D
1962,1982 06 22 09 00,6.3,-,3.9,0.0,24,D
1962,1982 06 23 09 00,32.6,-,0.0,27.9,24,D
1962,1982 06 24 09 00,7.0,-,0.0,6.2,24,D
1962,1982 06 25 09 00,7.0,-,0.0,6.2,24,D
1962,1982 06 26 09 00,0.5,-,0.3,0.0,24,D
1962,1982 06 27 09 00,0.0,-,1.1,0.0,24,D
1962,1982 06 28 09 00,2.5,-,0.0,0.6,24,D
1962,1982 06 29 09 00,0.0,-,0.8,0.0,24,D
1962,1982 06 30 09 00,0.0,-,1.6,0.0,24,D
